ASIN,SKU,製品概要,ブランド,タイトル,タイトルリンク,URL,メイン画像,親ASIN,カテゴリー,親カテゴリー,親カテゴリーBSR,親カテゴリーBSR増加数,親カテゴリーBSR成長率,子カテゴリー,子カテゴリーBSR,月間販売数,月間販売数成長率,月間販売額(￥),子ASIN販売数,子ASIN販売額(￥),バリエーション数,価格(￥),prime価格(￥),Coupon,Q&A,評価数,月間評価値増加数,評価値,評価率,FBA(￥),粗利益,等級,出品日付,販売時間,配送方法,配送料金(￥),LQS,セラー数,BuyBoxセラー,BuyBoxタイプ,セラー所在地,セラー情報,セラーリンク,Best Sellerマーク,スポンサー,ブランド紹介,スポンサー ブランド,タイムセール,Amazon's Choice,New Releaseマーク,A+ページ,動画紹介,ACキーワード,重量,重量.1,体積,体積.1
B07B2NVVMR,色: 2人用（ホワイト）,"商品の重量:3 キログラム | ブランド:防災防犯ダイレクト | メーカー:防災防犯ダイレクト | 付属コンポーネント:防災リュック, 非常持出袋 | 個数:30",防災防犯ダイレクト,防災士監修 防災セット 防災グッズ 被災地での活用実績多数 (2人用) 地震対策30点 避難セット plus 防災リュック ホワイト 避難生活で必要な 災害グッズ をセットした 非常持出袋 防炎 防水 日本製 防災防犯ダイレクト,https://www.amazon.co.jp/s?k=防災防犯ダイレクト,https://www.amazon.co.jp/dp/B07B2NVVMR,https://m.media-amazon.com/images/I/810+K4VzltL._AC_US600_.jpg,B0C3TNCXRX,DIY・工具・ガーデン:安全・セキュリティ:非常用品・備品:非常用持出袋・緊急避難セット,DIY・工具・ガーデン,949,-131,-0.16,非常用持出袋・緊急避難セット,1,1582,,45131296,50,1266150,9,25323,,,16,981,7,4.4,0.0044,975,0.81,,2018/02/26,2346,FBM,,9,1,防災防犯ダイレクト,FBM,JP,"会社名：有限会社防災防犯ダイレクト
電話番号：026-217-0045
オフィス住所：
平林１－２２－３
ニューＹＳビル２Ｆ
長野市
長野県
3810036
JP
マネージャー：塚本祐平",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=A3RNI9LHXJCQMW,Y,,,,,,,Y,N,,3 kg,3.00 kg,49 x 33.6 x 19.8 cm,49.00 x 33.60 x 19.80 cm
B0CLL7LLGK,,,EXCITECH Biz,[EXCITECH Biz] リュック ビジネスリュック【国内メーカー】 防水 止水ファスナー 撥水加工 ビジネスバッグ 38L 大容量 2way マチ拡張 17インチ PC 通勤 ハイキングデイパック バックパック 出張 旅行 メンズ ギフト プレゼント,https://www.amazon.co.jp/s?k=EXCITECH Biz,https://www.amazon.co.jp/dp/B0CLL7LLGK,https://m.media-amazon.com/images/I/51Txffi0qXL._AC_US600_.jpg,B0CV3BTGMH,ファッション:バッグ・スーツケース:リュック・バックパック:タウンリュック・ビジネスリュック:メンズ,ファッション,2618,,,メンズタウンリュック・ビジネスリュック,15,1494,,8941590,,,1,5985,5985,,,34,0,4.7,0,975,0.84,,2023/10/22,282,FBA,,9,1,いいねONLINE OUTDOOR,FBA,JP,"会社名：Extage Co., Ltd
オフィス住所：
南船場３－６－１０
エミネント心斎橋ビル ５Ｆ
大阪市中央区
大阪府
5420081
JP
マネージャー：安本 祥",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=A27ZK3CA0LGW7Q,,,,,,,,Y,Y,,1.22 kg,1.22 kg,47 x 32 x 13 cm,47.00 x 32.00 x 13.00 cm
B0C61H44BH,,,U-Makes,【箱根駅伝選手も推奨】 U-Makes ランニング リュック バッグ ハイドレーション トレラン ザック 自転車 トレイル 軽量 10L 揺れない ランバディ (ブラックモデル),https://www.amazon.co.jp/s?k=U-Makes,https://www.amazon.co.jp/dp/B0C61H44BH,https://m.media-amazon.com/images/I/51Wev9uoKLL._AC_US600_.jpg,B0C61H44BH,ファッション:バッグ・スーツケース:リュック・バックパック:ハイドレーションバッグ,ファッション,963,129,0.12,ハイドレーションバッグ,2,1463,0.47,5091240,1000,3480000,1,3480,,,,465,63,4.6,0.0431,485,0.86,,2023/05/16,441,FBA,,9,1,ユーメイクス大阪本店,FBA,JP,"会社名：株式会社プレミナクス
電話番号：+815071105681
オフィス住所：
梅田1-2-2
大阪駅前第2ビル2階5-6号室
大阪市北区
大阪府
5300001
JP
マネージャー：佐野和秀",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=A25TTKHB5MGADF,,,,,,Y,,Y,Y,登山 リュック,250 g,250.00 g,43 x 31 x 2 cm,43.00 x 31.00 x 2.00 cm
B07R1Q6Y5V,色: ブルー（裏地：グレー）,,ABIBA,[ABIBA] 2024年ファスナー徹底改良 リュック メンズ ビジネスリュック リュックサック スクエアリュック 大容量 PCリュック 通学 通勤 出張 USB充電ポート 黒 型崩れ防止,https://www.amazon.co.jp/s?k=ABIBA,https://www.amazon.co.jp/dp/B07R1Q6Y5V,https://m.media-amazon.com/images/I/61jmxy-44OL._AC_US600_.jpg,B0B8MNKCF1,ファッション:バッグ・スーツケース:リュック・バックパック:タウンリュック・ビジネスリュック:メンズ,ファッション,3256,-1063,-0.48,メンズタウンリュック・ビジネスリュック,35,1382,,11028360,,,2,7980,,,19,2242,35,4.2,0.0253,514,0.94,,2019/04/27,1921,FBA,,9,1,ABIBA【30日間】返品・返金保証【30日以降】の対応は出品者に連絡】,FBA,JP,"会社名：株式会社リクエイト
電話番号：05036965896
オフィス住所：
市
1180サンパークわさだチュウオウレジデンス60
大分市
大分県
8701151
JP
マネージャー：株式会社リクエイト",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=A1QBDDP9KWOYQ6,,,,,,,,Y,N,,640 g,640.00 g,30.5 x 15.5 x 46 cm,30.50 x 15.50 x 46.00 cm
B09QZG4WHX,色: ブラック（通常モデル）,取り扱い案内:水拭き,zepirion,[zepirion] 2倍に拡張できる薄型 ビジネスリュック 薄型 撥水 拡張機能 リュック カバン バッグ メンズ 鞄 15.6インチ PC 薄い 軽量 A4収納可 バックパック 通勤バッグ 大容量 マチ拡張 多機能 人気 ランキング ExPack,https://www.amazon.co.jp/s?k=zepirion,https://www.amazon.co.jp/dp/B09QZG4WHX,https://m.media-amazon.com/images/I/81RtdcjST6L._AC_US600_.jpg,B0BB22LQFW,ファッション:バッグ・スーツケース:リュック・バックパック:タウンリュック・ビジネスリュック:メンズ,ファッション,3680,4517,0.55,メンズタウンリュック・ビジネスリュック,40,1331,0.45,9085805,900,6282000,2,6980,,,3,702,37,4.4,0.0278,815,0.88,,2022/07/13,748,FBA,,10,1,Zepirion(ゼピリオン)「100％返金保証」,FBA,JP,"会社名：合同会社Freed
オフィス住所：
保免中
１－８－１７
松山市
愛媛県
7900042
JP
マネージャー：土居寛文",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=AIJV6MXLNYSG4,,,,,,,,Y,Y,,1 kg,1.00 kg,6.9 x 32 x 45 cm,6.90 x 32.00 x 45.00 cm
B0D6GCD75J,サイズ: XL | 色: ブラック,素材構成:100% 半合成繊維(EVA) | 取り扱い案内:手洗いのみ。,AOKAETE,[AOKAETE] レインコート メンズ レディース 【透明レインバイザー付き 大きいサイズ】 レインウェア 自転車 バイク リュック対応 ロング レインポンチョ 防水 防風 超撥水 雨合羽 かっぱ 豪雨対応 軽量 男女兼用 通勤通学 アウトドア 収納袋付き,https://www.amazon.co.jp/s?k=AOKAETE,https://www.amazon.co.jp/dp/B0D6GCD75J,https://m.media-amazon.com/images/I/51yTO6ZIO3L._AC_US600_.jpg,B0D6GFPNM2,ファッション:レディース:服＆ファッション小物:レインウェア:レインコート・ポンチョ,ファッション,1692,-1016,-1.5,レディースレインコート・ポンチョ,12,1242,,4430661,,,12,3799,,800,,25,9,4.2,0.0072,514,0.86,,2024/06/06,54,FBA,,,1,DUODUOSHOP,FBA,JP,"会社名：DUO ZHAI
電話番号：+818090642636
オフィス住所：
大字原市３３３６番地
原市団地４－１３－１０２
上尾市
埼玉県
3620021
JP
マネージャー：DUO ZHAI",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=A302OJJ1Y5396Y,,,,,,,,,N,,,,,
B09NLLW9FJ,色: 乳白色（蓄光）,,IRISLIFE,chokodome(ちょこどめ) リュック紐のまとめるパーツ 長いリュック紐をまとめるのに便利 柔らかいシリコーン素材使用（4個セット）,https://www.amazon.co.jp/s?k=IRISLIFE,https://www.amazon.co.jp/dp/B09NLLW9FJ,https://m.media-amazon.com/images/I/71JpvUiadLL._AC_US600_.jpg,B09NLM4M2G,ファッション:バッグ・スーツケース:キッズバッグ・財布:リュックサック,ファッション,1420,-306,-0.27,メンズタウンリュック・ビジネスリュック,16,1198,,1186020,100,99000,14,990,,,,88,26,4.3,0.0217,222,0.78,,2021/12/05,968,FBA,,9,1,IRISLife,FBA,JP,"会社名：株式会社アイリス
オフィス住所：
東神田3-4-10
（株）アイリス 東京営業所
千代田区
東京都
101-0031
JP
マネージャー：稲田彩佳",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=A1G4J5FSLUFFRY,,,,,,,,Y,Y,,20 g,20.00 g,13 x 6 x 0.2 cm,13.00 x 6.00 x 0.20 cm
B0C689H486,サイズ: M＜B5サイズ＞ | 色: グレー,商品の寸法:12奥行き x 25幅 x 35高さ cm | 色:グレー | 特徴:ポータブル | 材質:ポリエステル | 商品の個数:1 | ブランド:アンコール(Annekor) | ユニット数:1.00 個 | メーカー:アンコール(Annekor) | 商品用途・使用方法:ハンドバッグ,アンコール(Annekor),"Annekor バッグインバッグ リュック 【収納のプロ監修 底板付】 リュックインバッグ 縦 16ポケット バックインバック インナーバッグ 軽量 撥水 ポーチ B5 小さめ 大きめ レディース メンズ [アンコール] (M＜B5サイズ＞, グレー)",https://www.amazon.co.jp/s?k=アンコール(Annekor),https://www.amazon.co.jp/dp/B0C689H486,https://m.media-amazon.com/images/I/71cewrnEp3L._AC_US600_.jpg,B0C68DCX7R,ファッション:メンズ:バッグ・財布:バッグインバッグ,ファッション,2639,-294,-0.13,バッグインバッグ,8,1070,,2332600,,,5,2180,,,,184,3,4.1,0.0028,318,0.83,,2023/05/17,440,FBA,,9,1,30日間返品保証のアンコールジャパン【公式直営店】,FBA,JP,"会社名：Anne dan Semua Inc.
オフィス住所：
島田が丘９０６番地
名古屋市天白区
愛知県
4680029
JP
マネージャー：Kato",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=A10W87S7XN21MM,,,,,,,,Y,N,,190 g,190.00 g,12 x 25 x 35 cm,12.00 x 25.00 x 35.00 cm
B0BQLYFDHK,サイズ: L | 色: ネイビー,素材構成:ポリエステル + TPU compound | 取り扱い案内:手洗い | 外装素材:ポリエステル,L.,[L.] レインコート レディース 【可愛さと機能性を妥協しないレインコート】 レインポンチョ ポンチョ ロング 長い 自転車 おしゃれ リュック対応 収納袋つき ポケット付き,https://www.amazon.co.jp/s?k=L.,https://www.amazon.co.jp/dp/B0BQLYFDHK,https://m.media-amazon.com/images/I/61uuyi6J7fL._AC_US600_.jpg,B0BQLYDYFL,ファッション:レディース:服＆ファッション小物:レインウェア:レインコート・ポンチョ,ファッション,13343,-5442,-0.69,レディースレインコート・ポンチョ,19,945,,3797199,50,204000,6,4080,,,4,248,17,4.1,0.018,485,0.88,,2022/12/19,589,FBA,,9,2,LOUPLE onlinestore,FBA,JP,"会社名：株式会社LOUPLE
電話番号：+818054339698
オフィス住所：
常盤７−１１−１６
マネージャー：大澤光明",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=A29REHNK692RNM,,,,,,,,Y,Y,,580 g,580.00 g,31.5 x 22.6 x 5.5 cm,31.50 x 22.60 x 5.50 cm
B085XVJT5B,サイズ: M | 色: ブラック,素材構成:100% ポリエステル | 取り扱い案内:手洗いのみ。,THE ROOTS,[THE ROOTS] レインスーツ 上下セット リュック対応 レディース メンズ レインウェア レインコート カッパ,https://www.amazon.co.jp/s?k=THE ROOTS,https://www.amazon.co.jp/dp/B085XVJT5B,https://m.media-amazon.com/images/I/31Snuye5RjL._AC_US600_.jpg,B085XV5HYL,ファッション:メンズ:服＆ファッション小物:レインウェア:レインスーツ・上下セット,ファッション,4838,-2534,-1.1,メンズレインスーツ,3,932,,3718680,50,199500,15,3990,,,12,969,19,4,0.0204,485,0.88,,2020/03/14,1599,FBM,,5,4,リコメン堂,FBM,JP,"会社名：株式会社ジェネレーションパス
電話番号：050-5527-7390
オフィス住所：
西新宿六丁目１２番１号
西新宿パークウエストビル５階
新宿区
東京都
1640023
JP
マネージャー：金田将希",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=A2OMIKO2VG2QJF,,,,,,,,Y,N,,,,,
B0D25WVFN4,サイズ: L | 色: ブラック,取り扱い案内:洗濯機洗い＆手洗い,TUTUYO,[TUTUYO] レインスーツ 上下セット 【2024モデル・完全防水】 レインウェア リュック対応 レディース メンズ レインコート カッパレインウェア アウトドア かっぱ 自転車 通気メッシュ 超防水 透湿度アップ 梅雨対策,https://www.amazon.co.jp/s?k=TUTUYO,https://www.amazon.co.jp/dp/B0D25WVFN4,https://m.media-amazon.com/images/I/41eIQBnkxJL._AC_US600_.jpg,B0D5CVXG95,ファッション:メンズ:服＆ファッション小物:レインウェア:レインスーツ・上下セット,ファッション,10041,-2724,-0.37,メンズレインスーツ,10,929,,2662653,200,596000,5,2980,,,,103,36,3.6,0.0388,514,0.83,,2024/04/25,96,FBA,,9,1,TUTUYO,FBA,JP,"会社名：TUTUYO
電話番号：050-5437-1530
オフィス住所：
鶴瀬西３－２２－３０
富士見市
埼玉県
3540026
JP
マネージャー：小林アラシ",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=A2XVOMBIZBATSH,,,,,,,,Y,N,,1.21 kg,1.21 kg,30.5 x 30.2 x 5.9 cm,30.50 x 30.20 x 5.90 cm
