ASIN,SKU,製品概要,ブランド,タイトル,タイトルリンク,URL,メイン画像,親ASIN,カテゴリー,親カテゴリー,親カテゴリーBSR,親カテゴリーBSR増加数,親カテゴリーBSR成長率,子カテゴリー,子カテゴリーBSR,月間販売数,月間販売数成長率,月間販売額(￥),子ASIN販売数,子ASIN販売額(￥),バリエーション数,価格(￥),prime価格(￥),Coupon,Q&A,評価数,月間評価値増加数,評価値,評価率,FBA(￥),粗利益,等級,出品日付,販売時間,配送方法,配送料金(￥),LQS,セラー数,BuyBoxセラー,BuyBoxタイプ,セラー所在地,セラー情報,セラーリンク,Best Sellerマーク,スポンサー,ブランド紹介,スポンサー ブランド,タイムセール,Amazon's Choice,New Releaseマーク,A+ページ,動画紹介,ACキーワード,重量,重量.1,体積,体積.1
B007KTN3EY,サイズ: 450ミリリットル (x 1),,ビーワンコーポレーション,カビホワイト カビソフト除去スプレー カビ取り剤[木材・畳・すのこ・マットレス・カーテン] (450ml),https://www.amazon.co.jp/s?k=ビーワンコーポレーション,https://www.amazon.co.jp/dp/B007KTN3EY,https://m.media-amazon.com/images/I/41UTD7bsvpL._AC_US600_.jpg,B0CQSJB7RM,ドラッグストア:日用品:洗浄・クリーナー剤:カビ取り剤,ドラッグストア,"1,366",78,0.05,カビ取り剤,18,"3,926",-24%,"5,810,480","2,000 ","2,960,000 ",2,"1,480.00",,,55.0,"3,761",35.0,4.0,0.89%,455.00,59%,,2012-03-15,"4,520 ",FBA,,9.0,1.0,ビーワンショップ,FBA,JP,"会社名：株式会社ビーワンコーポレーション
電話番号：045-482-5592
オフィス住所：
寺家町４６９
横浜市青葉区
神奈川県
2270031
JP
マネージャー：三木 太圭",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=A2SGNXZJ8XBZVL,,,,,,Y,,Y,Y,カビ取り剤,0.5 g,0.50 g,21.8 x 11.3 x 6.7 cm,21.80 x 11.30 x 6.70 cm
B0BL6S9HWG,サイズ: 140x200cm | 色: キャメル,商品の寸法:2長さ x 1.4幅 m | 色:キャメル | 材質:ポリエステル | サイズ:140x200cm | パターン:無地,Confis,Confis ボックスシーツ ダブル 抗菌 吸水速乾 ゴム付き 厚さ30cmまでのマットレスに対応 マットレスカバー ベッドカバー 安眠 無地 防ダニ オールシーズン(キャメル、ダブル・140x200cm),https://www.amazon.co.jp/s?k=Confis,https://www.amazon.co.jp/dp/B0BL6S9HWG,https://m.media-amazon.com/images/I/71vQDGaT5SL._AC_US600_.jpg,B0DF5P8XLQ,ホーム＆キッチン:寝具:寝具カバー・シーツ:ボックスシーツ,ホーム＆キッチン,864,-391,-0.83,ボックスシーツ,8,"3,912",3%,"5,100,309",,,78,"1,048.00",,,,562,77.0,4.1,1.97%,,85%,,2022-10-31,638 ,FBM,,9.0,1.0,Confis（コンフィス）,FBM,JP,"会社名：Confis INC
電話番号：0357876868
オフィス住所：
北品川５－５－１５
大崎ブライトコア４Ｆ
品川区
東京都
1410001
JP
マネージャー：山本 明珠香",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=A2ENUO1BCH5LE1,,,,,,Y,,Y,N,ボックスシーツ シングル,,,200 x 140 x 0 cm,200.00 x 140.00 x 0.00 cm
B082SQ11H1,サイズ: 3.ダブル | 色: 1.ブラック,商品の寸法:195長さ x 140幅 x 10厚み cm | 商品の重量:4.92 キログラム | 色:1.ブラック | 中身の素材:高反発ウレタンフォーム | 特徴:折り畳み式 | サイズ:3.ダブル | ブランド:tobest(トゥーベスト) | 構造タイプ:特殊凹凸カッティング竹炭配合高反発ウレタンフォーム | 対象年齢:大人 | 商品の硬さ:程よい硬さの150N,tobest(トゥーベスト),tobest 【極】高反発マットレス ダブル 3つ折り プロファイル加工 ベッド 敷布団 ベッドマット 折り畳みマットレス 竹炭消臭 程よい硬さ 極厚 10cm 三つ折り ブラック,https://www.amazon.co.jp/s?k=tobest(トゥーベスト),https://www.amazon.co.jp/dp/B082SQ11H1,https://m.media-amazon.com/images/I/51-VOD+cP6L._AC_US600_.jpg,B0BKJXKDXY,ホーム＆キッチン:寝具:折りたたみマットレス,ホーム＆キッチン,"2,815","-1,699",-1.52,折りたたみマットレス,4,"3,699",,"40,615,020",200 ,"2,196,000 ",3,"10,980.00",,,28.0,"5,016",80.0,4.1,2.16%,"1,020.00",76%,,2019-12-14,"1,690 ",FBA,,9.0,1.0,【日本国内カスタマーサポート】TOKYO BEST SLEEP CENTER,FBA,JP,"会社名：株式会社新陽トレーディング
電話番号：03-3660-5202
オフィス住所：
日本橋小舟町13番10号 日本橋吉橋ビル3Ｆ
中央区
東京都
1030024
JP
マネージャー：北原 春弥",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=A1OBT5NGYBNIX1,,,,,,,,Y,Y,,4.92 kg,4.92 kg,195 x 140 x 10 cm,195.00 x 140.00 x 10.00 cm
B08PCLVWKN,サイズ: c.セミダブル | スタイル: 三つ折りタイプ | 色: ブラック,商品の寸法:195長さ x 120幅 x 10厚み cm | 商品の重量:7.7 キログラム | 色:ブラック | トップスタイル:スムーストップ | 商品特長:「180Nと250Nの2層構造」×「リバーシブルカバー」×「特殊凸凹加工」×「竹炭消臭」×「34D高品質ウレタン」で27通りの寝心地が試せる夏も冬も安心の34D高品質マットレス | サイズ:c.セミダブル | ブランド:GOKUMIN | 構造タイプ:「180Nと250Nの2層構造」×「リバーシブルカバー」×「特殊凸凹加工」×「竹炭消臭」×「34D高品質ウレタン」で27通りの寝心地が試せる夏も冬も安心の34D高品質マットレス | 対象年齢:大人 | 商品の硬さ:180Nと250Nの2層構造,GOKUMIN,GOKUMIN マットレス【 高反発 180N 250N 2層構造グランマットレス】厚さ10cm 三つ折り ベッドマット 敷布団 硬め 折りたたみ 凸凹加工 高密度 34D 極眠 (セミダブル/ブラック) gmw,https://www.amazon.co.jp/s?k=GOKUMIN,https://www.amazon.co.jp/dp/B08PCLVWKN,https://m.media-amazon.com/images/I/91YcZa9OHEL._AC_US600_.jpg,B0CHRPJTZL,ホーム＆キッチン:寝具:折りたたみマットレス,ホーム＆キッチン,"1,129",-11,-0.01,折りたたみマットレス,3,"3,623",120%,"76,075,752",300 ,"6,299,400 ",14,"20,998.00",,,32.0,"5,214",29.0,4.3,0.80%,"1,532.00",78%,,2020-10-26,"1,373 ",FBM,,10.0,2.0,GOKUMIN【日本メーカ直営店】,FBM,JP,"会社名：株式会社KURUKURU
電話番号：0368615638
オフィス住所：
銀座６丁目１０番１号
ＧＩＮＺＡＳＩＸ１３Ｆ
中央区
東京都
1040061
JP
マネージャー：関沢",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=A1P1AUOYD3BWU2,,,,,,Y,,Y,Y,ごくみんマットレス セミダブル,7.7 kg,7.70 kg,195 x 120 x 10 cm,195.00 x 120.00 x 10.00 cm
B0B7P1DRJY,サイズ: ボックスシーツ・シングル | 色: ネイビー,色:ネイビー | 素材構成:polyester | 材質:ポリエステル | サイズ:ボックスシーツ・シングル | パターン:無地,Magic Fit,ボックスシーツ シングル ベッドカバー 【洗いざらし & 超柔らかタイプ】 抗菌防臭 吸水速乾 丸洗いOK オールシーズン シーツ マットレスカバー べっとかばー 肌に優しい ベッド/マットレス/敷き布団対応(シングル ネイビー),https://www.amazon.co.jp/s?k=Magic Fit,https://www.amazon.co.jp/dp/B0B7P1DRJY,https://m.media-amazon.com/images/I/71GoXp+lR+L._AC_US600_.jpg,B0B7P1DWXB,ホーム＆キッチン:寝具:寝具カバー・シーツ:ボックスシーツ,ホーム＆キッチン,401,654,0.62,掛けふとんカバー,2,"3,547",,"5,865,283",,,36,"1,428.00",,,,"1,122",50.0,4.1,1.41%,465.00,52%,,2022-08-08,722 ,FBA,,8.0,1.0,Magic-Fit,FBA,CN,"会社名：qingdaohuijiewenxuanmaoyiyouxiangongsi
電話番号：053285708016
オフィス住所：
shandonglu27haoxidong505hu
shinanqu
qingdaoshi
shandongsheng
266071
CN
マネージャー：LuoYuan Tian",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=ASGXWXBWCQJSQ,,,,,,,,,N,,0.37 キログラム,,200 x 100 x 0 cm,200.00 x 100.00 x 0.00 cm
B07L3CH4ZW,サイズ: ダブル,商品の寸法:195長さ x 140幅 x 21厚み cm | 商品の重量:22.8 キログラム | 色:ブルー|ホワイト | 中身の素材:ポリウレタンフォーム | 特徴:隣の人が寝返りしても目覚めない即振動吸収、理想の寝姿勢に整えるゾーニング、通気性抜群の独自開発ウレタンフォーム、3層構造で快適にサポート | サイズ:ダブル | ブランド:Koala Mattress | 構造タイプ:ポリウレタンフォーム | 対象年齢:大人 | 商品の硬さ:ふつう,Koala Mattress,koala (R) マットレス ダブル 【オリジナルコアラマットレス】 ベットマットレス 寝具 厚さ21cm ウレタンフォーム 洗えるカバー 寝返り サポート 振動吸収 通気性 120日トライアル期間 メーカー10年保証,https://www.amazon.co.jp/s?k=Koala Mattress,https://www.amazon.co.jp/dp/B07L3CH4ZW,https://m.media-amazon.com/images/I/61KiC+GV9tL._AC_US600_.jpg,B0BQ32LYR3,ホーム＆キッチン:家具:ベッドルーム家具:マットレス・パッド:ベッドマットレス,ホーム＆キッチン,"5,623","-1,893",-0.51,ベッドマットレス,15,"2,835",177%,"254,866,496",300 ,"26,970,000 ",5,"89,900.00",,,16.0,695,24.0,4.6,0.85%,"3,573.00",81%,,2019-04-09,"1,939 ",FBA,,9.0,1.0,Koala Sleep Japan,FBA,JP,"会社名：Koala Sleep Japan株式会社
電話番号：050-3199-1554
オフィス住所：
神宮前５丁目４３番７号
表参道ＡＲＴ ＷＯＲＫＳ
渋谷区
東京都
1500001
JP
マネージャー：Milly Kuan",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=A30T8T6U3IDEIJ,,,,,,,,Y,Y,,22.8 kg,22.80 kg,195 x 140 x 21 cm,195.00 x 140.00 x 21.00 cm
B08CXQSKCL,サイズ: シングル | 色: アイボリー | スタイル: ベッドシーツ,色:アイボリー | 素材構成:ポリエステル100％ | 材質:ポリエステル | サイズ:シングル | パターン:ボックスシーツ,Sanko,三幸 ボックスシーツ 水洗いシワ加工 シングル アイボリー シーツ 単品 マットレスカバー 通年 429544-0005,https://www.amazon.co.jp/s?k=Sanko,https://www.amazon.co.jp/dp/B08CXQSKCL,https://m.media-amazon.com/images/I/718n9X4dc-L._AC_US600_.jpg,B08D3VLJM8,ホーム＆キッチン:寝具:寝具カバー・シーツ:敷きふとんカバー,ホーム＆キッチン,365,76,0.17,敷きふとんカバー,1,"2,409",,"2,404,447",,,77,990.00,,,,"2,598",25.0,4.0,1.04%,399.00,46%,,2020-07-13,"1,478 ",AMZ,,9.0,1.0,Amazon,AMZ,,,,,,,,,,,Y,N,,0.42 キログラム,,200 x 100 x 0 cm,200.00 x 100.00 x 0.00 cm
B09M3PSBXP,サイズ: ダブル~クイーン用 | 色: グリーン,色:グリーン | 素材構成:９０％ポリエステル＋１０％ポリウレタン | 材質:９０％ポリエステル＋１０％ポリウレタン | サイズ:ダブル~クイーン用 | パターン:無地,MISOLER,MISOLER ボックスシーツ ベッドシーツ 毛玉なし ベッドカバー マットレス・敷ふとん兼用 のびのびぴったり 通気性 夏・冬オールシーズン吸水速乾 しわにならない 着脱簡単 抗菌防臭 （ダブル~クイーン用・140～160cm×180~210cm グリーン）,https://www.amazon.co.jp/s?k=MISOLER,https://www.amazon.co.jp/dp/B09M3PSBXP,https://m.media-amazon.com/images/I/81QF38WN+ML._AC_US600_.jpg,B09M3HZPT8,ホーム＆キッチン:寝具:寝具カバー・シーツ:ボックスシーツ,ホーム＆キッチン,"1,157",-679,-1.42,ボックスシーツ,9,"2,408",,"5,465,943",50 ,"123,000 ",15,"2,460.00",,,,"1,700",37.0,4.3,1.54%,318.00,72%,,2021-11-16,987 ,FBA,,9.0,1.0,星野川,FBA,CN,"会社名：pingdushixingyechuanfangzhipinchang
電話番号：+8613969815001
オフィス住所：
pingdushidonggebanshichucuizhaocun
qingdaoshi
shandongsheng
266700
CN
マネージャー：XiuZhen Xu",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=AG8QSU2DWRU86,,,,,,,,Y,Y,,500 g,500.00 g,185 x 110 x 0 cm,185.00 x 110.00 x 0.00 cm
B09GBP9JPT,サイズ: セミダブル・120X200cm | 色: ピンク,色:ピンク | 素材構成:ポリエステル | 材質:ポリエステル | サイズ:セミダブル・120X200cm | パターン:無地,Lemon Bear,ボックスシーツ セミダブル やわらかニット シーツ のびのびピタッと ベッドシーツ フィットシーツ 吸水速乾 抗菌・防臭 マットレスカバー ベッドカバー オールシーズン (セミダブル・120X200cm ピンク),https://www.amazon.co.jp/s?k=Lemon Bear,https://www.amazon.co.jp/dp/B09GBP9JPT,https://m.media-amazon.com/images/I/61GlYcFib9L._AC_US600_.jpg,B09GBLXHDD,ホーム＆キッチン:寝具:寝具カバー・シーツ:ボックスシーツ,ホーム＆キッチン,798,439,0.35,ボックスシーツ,8,"2,236",,"5,153,622",,,50,"1,904.00",,,,"1,833",27.0,4.1,1.21%,485.00,65%,,2021-09-13,"1,051 ",FBA,,9.0,1.0,LemonBear 寝具専門店,FBA,JP,"会社名：LONGING JAPAN株式会社
電話番号：0742817233
オフィス住所：
奈良市あやめ池北三丁目
９番２３－４号
奈良市
奈良市
6310032
JP
マネージャー：井口 和志",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=A29G1WQRLG0V5W,,,,,,,,Y,N,,0.63 キログラム,,200 x 100 x 0 cm,200.00 x 100.00 x 0.00 cm
B0D5R73WR9,色: 140*205cm,色:140*205cm | 留め具タイプ:プルオン | ブランド:Onkya | 商品のお手入れ方法:洗濯機洗い | メーカー:Onkya,Onkya,敷きパッド 夏用 冷感 【2024夏進級版&Q-MAX0.54】 しきぱっと ダブル リバーシブル 両面使える敷きパッド ひんやり 冷たい 四隅ズレ防止ゴムバンド付き 吸湿速乾 洗える ベッドパッド 防ダニ 抗菌防臭 ひんやり敷きパッド マットレス 布団敷きパッド 140*205cm,https://www.amazon.co.jp/s?k=Onkya,https://www.amazon.co.jp/dp/B0D5R73WR9,https://m.media-amazon.com/images/I/81vFgHRkhsL._AC_US600_.jpg,B0D7SRR8KW,ホーム＆キッチン:寝具:ベッドパッド・敷きパッド,ホーム＆キッチン,736,-85,-0.13,ベッドパッド・敷きパッド,16,"2,161",,"8,743,881",400 ,"1,799,600 ",3,"4,499.00",,,,108,91.0,4.3,4.21%,514.00,74%,,2024-05-30,61 ,FBA,,9.0,3.0,Philov store,FBA,JP,"会社名：張 朋名
電話番号：+819029126163
オフィス住所：
２－６－２
グランド・ガーラ神田３０２
千代田区神田多町
東京都
1010046
JP
マネージャー：張 朋名",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=A2HF7XP1Y3Q5MO,,,,,,,,Y,N,,0.87 キログラム,,15 x 10 x 12 cm,15.00 x 10.00 x 12.00 cm
B088GG99TG,,商品の寸法:8長さ x 6幅 x 11.5高さ cm | 色:130W | 電源:Ac | ブランド:WEEFEESTAR | メーカー:weefeestar,WEEFEESTAR,エアーポンプ 電動ポンプ 電動エアポンプ 空気入れ 空気抜き AC電源 110V プール エアマットレスのベッドボート 浮き輪 膨脹可能なおもちゃ,https://www.amazon.co.jp/s?k=WEEFEESTAR,https://www.amazon.co.jp/dp/B088GG99TG,https://m.media-amazon.com/images/I/61yPNlvvz2L._AC_US600_.jpg,B088GG99TG,スポーツ＆アウトドア:アウトドア:寝袋・ベッド・マット:バッグ・アクセサリ:エアーポンプ:電動エアーポンプ,スポーツ＆アウトドア,113,0,0.0,アウトドア用電動エアーポンプ,5,"2,130",193%,"3,175,659","2,000 ","3,398,000 ",1,"1,699.00",,,,529,10.0,3.9,0.47%,455.00,58%,,2020-05-11,"1,541 ",FBA,,9.0,1.0,tengwangjp,FBA,CN,"会社名：Weifangshitengwangmaoyiyouxiangongsi
電話番号：+8617322332517
オフィス住所：
gaoxinquxinchengjiedaoyingqianshequyingqianjie11056hao
shidai·lijingyuan32haolou3-501
weifangshi
Shandongsheng
261000
CN
マネージャー：Liu Yu",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=A107AIGBD9BZKT,,,,,,,,Y,N,,440 g,440.00 g,15.6 x 12.2 x 11.2 cm,15.60 x 12.20 x 11.20 cm
B0BYYM6MVS,サイズ: ワイドダブル～クイーン兼用 | 色: アイボリー,,SWEETODAY,SWEETODAY ボックスシーツ 冷感 のびる シーツ QMAX0.525 ワイドダブル～クイーン兼用 マチ約32CM マットレスカバー 敷ふとんカバー ストレッチニット生地 のびのびボックスシーツ ぴったりフィット 超吸水速乾＆通気 ベッドシーツ 柔らかい ひんやり BOXシーツ 全周ゴム 着脱簡単 抗菌防臭 洗える アイボリー,https://www.amazon.co.jp/s?k=SWEETODAY,https://www.amazon.co.jp/dp/B0BYYM6MVS,https://m.media-amazon.com/images/I/41Dh4zsw0yL._AC_US600_.jpg,B0BYYKR3PY,ホーム＆キッチン:寝具:寝具カバー・シーツ:ボックスシーツ,ホーム＆キッチン,"2,353","-1,432",-1.55,ボックスシーツ,10,"2,053",,"6,127,425",50 ,"126,750 ",8,"2,535.00",,,,193,23.0,4.1,1.12%,465.00,67%,,2023-04-07,480 ,FBA,,10.0,1.0,SWEETODAY,FBA,CN,"会社名：qingdaoQCZNKJyouxiangongsi
電話番号：+8618669815170
オフィス住所：
huanbaochanyeyuansanhuanlu8hao
2F
qingdaoshi
shandongsheng
266200
CN
マネージャー：SWEETODAY",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=A1HJVUY3SHKFN2,,,,,,,,Y,Y,,760 g,760.00 g,180 x 125 x 0 cm,180.00 x 125.00 x 0.00 cm
B09HMDJB64,サイズ: ダブル 140×205cm | 色: オールシーズン/ホワイト,色:オールシーズン/ホワイト | 素材構成:polyester | 特徴:速乾 | サイズ:ダブル 140×205cm | ブランド:Sねむりのサンショップ,Sねむりのサンショップ,敷きパッド ダブル ベッドパッド あったか 春 夏 秋 冬 オールシーズン使える 洗える しきぱっと 肌触りよい マットレスパッド 吸湿速乾 抗菌 防臭 防ダニ加工 SEK認証 静電気防止加工 四隅ゴム付き 140×205cm ホワイト,https://www.amazon.co.jp/s?k=Sねむりのサンショップ,https://www.amazon.co.jp/dp/B09HMDJB64,https://m.media-amazon.com/images/I/611mFYe8T2L._AC_US600_.jpg,B09LQLNJSJ,ホーム＆キッチン:寝具:ベッドパッド・敷きパッド,ホーム＆キッチン,"1,713",-403,-0.31,ベッドパッド・敷きパッド,21,"1,861",,"4,195,550",,,18,"2,380.00",,,,662,40.0,4.0,2.15%,514.00,63%,,2021-09-26,"1,038 ",FBA,,10.0,1.0,Sねむりのサンショップ,FBA,JP,"会社名：ULIFE株式会社
オフィス住所：
中川３丁目１８－１６
ルシエラ１０１
足立区
東京都
1200002
JP
マネージャー：ULIFE株式会社",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=AKLQOAST5XM0W,,,,,,,,Y,N,,0.82 キログラム,,33.9 x 17.7 x 16.2 cm,33.90 x 17.70 x 16.20 cm
B098DYHC4H,サイズ: シングル | 色: ホワイト(アイボリー) | スタイル: 01 プレミアリッチレギュラー,商品の寸法:195長さ x 97幅 x 5厚み cm | 商品の重量:4.4 キログラム | 色:ホワイト(アイボリー) | 中身の素材:メモリーフォーム | 特徴:バレーボール指導者 中田久美さんご愛用 | サイズ:シングル | カバーの素材:ポリエステル | ブランド:Shop Japan(ショップジャパン) | 対象年齢:キッズ | 商品の硬さ:硬い,Shop Japan(ショップジャパン),【Amazon.co.jp 限定】【公式】Shop Japan(ショップジャパン) トゥルースリーパー プレミアリッチ 体圧分散 低反発マットレス シングル ホワイト 2層構造 抗菌 防カビ 防ダニ 厚さ5㎝ 日本製 中田久美さんご愛用 True Sleeper【30日間お試しサービス対象】,https://www.amazon.co.jp/s?k=Shop Japan(ショップジャパン),https://www.amazon.co.jp/dp/B098DYHC4H,https://m.media-amazon.com/images/I/41rw+ao0CfL._AC_US600_.jpg,B0D31BB1XS,ホーム＆キッチン:寝具:折りたたみマットレス,ホーム＆キッチン,"1,878",-469,-0.33,折りたたみマットレス,13,"1,775",,"47,005,552",,,21,"27,800.00",,,,"2,453",34.0,4.1,1.92%,"1,020.00",81%,,2021-06-30,"1,126 ",FBM,,8.0,1.0,株式会社尾崎商店,FBM,JP,"会社名：株式会社尾崎商店
電話番号：0489152146
オフィス住所：
稲荷５－８－１９
草加市
埼玉県
3400003
JP
マネージャー：尾崎洋孝",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=A1CZIN69K6WARK,,,,,,,,Y,Y,,4.4 kg,4.40 kg,195 x 97 x 5 cm,195.00 x 97.00 x 5.00 cm
B085Y84HRB,スタイル: 4個,"商品の寸法:191長さ x 73幅 x 22厚み cm | 色:ネイビー | 特徴:空気注入式, 折り畳み式 | サイズ:シングル(2個セット) | ブランド:アイリスオーヤマ(IRIS OHYAMA)",アイリスオーヤマ(IRIS OHYAMA),アイリスオーヤマ 防災グッズ ベッド マットレス キャンプ 用品 寝袋 ABD-1N×2個,https://www.amazon.co.jp/s?k=アイリスオーヤマ(IRIS OHYAMA),https://www.amazon.co.jp/dp/B085Y84HRB,https://m.media-amazon.com/images/I/51aW4NJ7hjL._AC_US600_.jpg,B0D6FZ6TR4,スポーツ＆アウトドア:アウトドア:寝袋・ベッド・マット:エアーマット・エアーベッド,スポーツ＆アウトドア,331,170,0.34,アウトドア用エアーマット,8,"1,753",,"16,653,500",,,3,"9,500.00",,,21.0,5,0.0,4.1,0.00%,"1,020.00",74%,,2020-03-15,"1,598 ",,,9.0,2.0,ゆにでのこづち,,JP,"会社名：ゆにでのこづち
電話番号：03-6706-4521
オフィス住所：
扇町７丁目５－１１
仙台市宮城野区
宮城県
9830034
JP
マネージャー：髙橋",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=A13UYY6I5BCIKO,,,,,,,,Y,N,,1.4 kg,1.40 kg,191 x 73 x 22 cm,191.00 x 73.00 x 22.00 cm
B0BBV7VTD3,サイズ: シングル・100×200cm | 色: パープル,商品の寸法:2長さ x 1幅 m | 色:パープル | 材質:ポリエステル | サイズ:シングル・100×200cm | パターン:無地,SowooHome,SowooHome ボックスシーツ マットレスカバー 洗える さらさら肌触り ナチュラル おしゃれ 無地 吸水速乾 シングル・100×200cm パープル,https://www.amazon.co.jp/s?k=SowooHome,https://www.amazon.co.jp/dp/B0BBV7VTD3,https://m.media-amazon.com/images/I/51frSVW2N8L._AC_US600_.jpg,B0BJ61G3VV,ホーム＆キッチン:寝具:寝具カバー・シーツ:ボックスシーツ,ホーム＆キッチン,630,"2,307",0.79,ボックスシーツ,6,"1,677",,"1,689,141",50 ,"37,400 ",46,748.00,,,,781,38.0,4.0,2.27%,252.00,51%,,2022-08-24,706 ,FBA,,7.0,2.0,Soyo Home,FBA,CN,"会社名：xiongjingjing
電話番号：+8618268092840
オフィス住所：
Room 2-1-2402 Qingtianbandao, Yuhang
Hangzhou
Zhejiang
311100
CN
マネージャー：xiongjingjing",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=A11EOK467I7NFT,,,,,,,,,N,,0.41 キログラム,,200 x 100 x 0 cm,200.00 x 100.00 x 0.00 cm
B08R3CFYDZ,サイズ: 03.ダブル | パターン名: 02.高反発 | スタイル: 単品,"商品の寸法:2長さ x 1.4幅 x 0.07厚み m | 色:10.高反発/ダブル | モデル名:246057319 | 中身の素材:ウレタンフォーム | 特徴:抗菌 | サイズ:03.ダブル | ブランド:西川(Nishikawa) | 構造タイプ:ポケットコイル | 対象年齢:大人,子供 | 商品の硬さ:硬い",西川(Nishikawa),nishikawa 【 西川 】 エニーマット マットレス ダブル 高反発 寝返りサポート エアホール加工 通気性 年中快適 抗菌加工 洗濯可能な側生地 折りたたみ 収納用固定ベルト付き ベッドでも床でも使用OK 敷き布団 ベッドマットレス ANY MAT スリープラインby nishikawa ネイビー 246057319,https://www.amazon.co.jp/s?k=西川(Nishikawa),https://www.amazon.co.jp/dp/B08R3CFYDZ,https://m.media-amazon.com/images/I/81bTDrSuEYL._AC_US600_.jpg,B0917YVCZ1,ホーム＆キッチン:寝具:折りたたみマットレス,ホーム＆キッチン,"4,227","-1,337",-0.46,折りたたみマットレス,25,"1,563",,"23,917,026",,,8,"15,302.00",,,14.0,975,28.0,4.2,1.79%,"1,100.00",78%,,2020-12-20,"1,318 ",,,10.0,1.0,,,,,,,,,,,,,Y,Y,,7.92 キログラム,,200 x 140 x 7 cm,200.00 x 140.00 x 7.00 cm
B09T2JMSCR,サイズ: シングル (97*195*5cm) | 色: ブラック,"商品の寸法:195長さ x 97幅 x 5厚み cm | 商品の重量:4.76 キログラム | 色:ブラック | モデル名:F3 | 中身の素材:ウレタンフォーム | 特徴:汚れにくい, 抗菌 | サイズ:シングル (97*195*5cm) | ブランド:Homwarm | 対象年齢:大人 | 商品の硬さ:柔らかい",Homwarm,"Homwarm マットレス ベットマット 高反発 敷布団 厚さ5cm 抗菌防湿 毛玉 ・汚れ防止 高通気性 高密度32D (シングル (97*195*5cm), 黒)",https://www.amazon.co.jp/s?k=Homwarm,https://www.amazon.co.jp/dp/B09T2JMSCR,https://m.media-amazon.com/images/I/716fqPYw8EL._AC_US600_.jpg,B09T2VVS8J,ホーム＆キッチン:寝具:折りたたみマットレス,ホーム＆キッチン,"1,081",720,0.4,折りたたみマットレス,3,"1,480",,"12,190,834",200 ,"1,356,600 ",12,"6,783.00",,,,"2,165",45.0,4.4,3.04%,975.00,71%,,2022-02-19,892 ,FBA,,9.0,1.0,【公式】 Homwarm正規販売店,FBA,CN,"会社名：驻马店市莫比利特网络科技有限公司
オフィス住所：
置地二期15号楼5楼东户
驻马店
河南
463000
CN
マネージャー：陈博",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=A1Q4Y1PUTOV9YN,,,,,,,,Y,N,,4.76 kg,4.76 kg,195 x 97 x 5 cm,195.00 x 97.00 x 5.00 cm
